ID	p.Age	q.Age	Coefficient.Age	p.Sex	q.Sex	Coefficient.Sex	p.Cohort	q.Cohort	Coefficient.Cohort.Interval2	Coefficient.Cohort.Longenity.OPEL	Coefficient.Cohort.Longenity.OPUS
SENP7.12626.6.3	0,060438745	0,111448822	-0,000277429	0,87166675	0,900927648	-0,000620245	0,378842777	0,433874363	0,006129338	0,002767092	0,010665505
ASAP2.13518.5.3	0,060518996	0,111472332	-0,00039013	0,035355953	0,060619087	0,011367977	1,48E-06	8,57E-06	0,021860773	0,040981317	-0,008094519
TPM2.4472.5.2	0,060670103	0,111680335	-0,000459169	1,46E-05	5,34E-05	-0,027603998	0,001054016	0,002687879	0,005135541	0,006122414	0,04828958
VCAM1.2967.8.1	0,060709957	0,111683412	-0,000218353	0,001260169	0,003172113	0,009761694	8,06E-10	1,01E-08	-0,000558383	0,031768705	0,036817211
PRDX4.7789.182.3	0,060839413	0,111851214	0,000223435	0,000568142	0,001535873	-0,010681239	1,80E-06	1,02E-05	0,01842057	-0,002850991	0,01603998
UBL4A.11490.42.3	0,060907567	0,111906177	0,000373698	0,556142417	0,630266009	0,003049677	0,941789596	0,9512205	0,000311432	0,000763523	0,006117083
HMGB3.12775.6.3	0,061213772	0,11239817	0,00046704	0,017821475	0,033717862	0,015365635	0,424941176	0,479349379	0,008982521	0,008999498	0,019003355
LMNB1.3889.64.2	0,061364478	0,112604203	0,000198257	0,706556383	0,766315923	0,001036729	0,021436937	0,036056953	0,009133362	-0,000270275	-0,007207564
CD200.5112.73.3	0,061540767	0,112856893	-0,000226005	5,87E-09	3,25E-08	-0,01831954	0,000172617	0,000555941	-0,007361609	-0,019992631	0,006162811
AMICA1.5094.62.3	0,061727756	0,113128876	0,000295367	0,025579876	0,046242978	-0,009174424	0,728401514	0,764194558	-0,005534998	-0,000542839	-0,004459542
ENTPD5.4437.56.3	0,062520666	0,114510299	-0,000189142	3,38E-11	2,41E-10	-0,017537896	0,000448505	0,001269968	0,003258362	-0,020834425	-0,00740621
PCSK7.4459.68.2	0,063925601	0,117010252	-0,000214382	2,50E-07	1,16E-06	-0,015533561	0,000965458	0,002488075	0,003803706	-0,012067912	0,01257352
JAKMIP3.9068.17.3	0,064423656	0,11784815	-0,000267211	0,24977381	0,325284235	0,004321765	0,590654785	0,635171047	-0,005912442	0,002918458	0,002446367
ERP29.13728.19.3	0,06448369	0,117884246	0,000549137	2,14E-06	8,81E-06	-0,036627336	0,119587703	0,158277842	-0,022725734	-0,019084441	-0,011289763
DEFB121.5765.53.3	0,065117393	0,118968379	0,000397712	0,050354616	0,082606423	-0,010967424	0,822029332	0,847826444	-0,005371894	0,0050069	0,003463484
LAT2.5613.75.3	0,065557217	0,119641535	-0,000266688	0,042397189	0,071394231	-0,007639931	0,002582545	0,005810725	-0,001504561	0,001320721	0,025540223
ST6GALNAC2.7823.22.3	0,065567651	0,119641535	-0,000358281	1,29E-05	4,75E-05	-0,022082317	5,61E-05	0,000210192	0,009534391	0,004512686	0,043884273
CD22.2891.1.3	0,065754355	0,119907413	-0,000230127	6,87E-05	0,000222373	-0,012949204	1,49E-09	1,75E-08	0,002886088	-0,02531469	0,019354792
RIC3.11228.37.3	0,065908164	0,119909064	-0,000227593	0,454642144	0,535788989	-0,002404553	0,000684421	0,001843399	-0,006105727	-0,00492313	0,018821792
CCDC90B.7792.58.3	0,065911305	0,119909064	0,0002775	0,000435137	0,001198471	-0,013803563	1,71E-05	7,58E-05	-0,024067376	-0,012175029	0,000942566
FSTL4.9350.3.3	0,065919239	0,119909064	-0,000275947	0,168153103	0,233103235	0,005374381	0,001901778	0,004446604	-0,017517366	-0,006611367	0,006339211
FCAMR.9568.289.3	0,065849447	0,119909064	-0,000650933	0,371249092	0,452648435	0,008222462	0,628324583	0,669038735	-0,015100953	0,002931115	-0,000183199
NUP210L.9606.4.3	0,066037698	0,120049887	-0,000359301	4,82E-11	3,35E-10	-0,033489171	0,000244039	0,000749804	0,01302026	-0,005098739	0,034216359
G0S2.8931.124.3	0,066464073	0,120749947	-0,000324684	0,7956908	0,841125981	0,001190332	0,098773098	0,134448381	-0,004466793	-0,02313008	-0,010696068
ITSN1.14070.56.3	0,066989432	0,121628857	-0,000251705	0,111224663	0,164641771	-0,005687989	3,46E-06	1,83E-05	-0,007148569	-0,006132558	0,028241417
SSB.13625.19.3	0,067577079	0,122619699	-0,000305525	0,166224933	0,231197303	-0,006014025	2,33E-05	9,92E-05	0,019443932	-0,007520679	0,024137422
MAP2K4.5242.37.3	0,067923354	0,123171612	0,00027038	8,68E-10	5,30E-09	0,023652352	0,036111664	0,056636256	0,001075357	-0,021865626	-0,006831774
UBTD2.12875.28.3	0,068478467	0,124101311	0,000233946	0,403000319	0,484893432	-0,00279062	1,09E-06	6,57E-06	0,014808256	-0,002786215	0,026041432
LYN.3453.87.2	0,068752848	0,124367397	0,000576995	0,812872395	0,854229997	-0,001950121	0,856829836	0,87569087	-0,006997554	-0,009651773	-0,010414716
PRNP.6545.58.3	0,068683125	0,124367397	0,000214074	1,55E-07	7,39E-07	-0,016056199	3,45E-08	3,03E-07	0,01205607	-0,007446864	0,025842378
HLA.DPB1.8755.202.3	0,068713644	0,124367397	-0,000307719	0,12155583	0,176978996	0,00680225	0,066149346	0,095313713	0,008059231	0,003337987	0,020477565
MAPKAPK2.3820.68.2	0,068866093	0,124418359	0,000468341	0,060164672	0,096059861	-0,012575951	0,507403717	0,557324773	-0,001128399	-0,015059864	0,005437274
BCL2L1.4423.77.2	0,068828879	0,124418359	-0,000307424	1,89E-05	6,77E-05	-0,018798554	0,004946023	0,010011845	0,004176912	-0,002569597	0,026691774
ELF5.13457.33.3	0,068975597	0,124539272	0,000283972	0,002869826	0,006618475	-0,012103562	0,004891593	0,00991539	0,016279302	0,004132217	0,017527902
RAPGEF5.9059.14.3	0,069344748	0,125128556	-0,000288014	0,006101254	0,012903954	-0,011305616	0,008083565	0,015474101	0,005920254	0,00335578	0,026193931
LEMD1.8040.9.3	0,069608569	0,125527167	0,000267503	5,69E-09	3,16E-08	0,022362594	0,009375307	0,01761257	-0,01038384	0,007621434	0,017639789
NDNF.6604.59.3	0,069839707	0,125866385	0,000212378	2,23E-05	7,83E-05	-0,012923461	9,61E-10	1,17E-08	0,003516535	-0,031161451	0,008384188
RNF150.9774.59.3	0,069942965	0,125974859	-0,000376979	0,413152761	0,495072439	-0,004423681	0,001587235	0,003824269	-0,015283855	-0,014950996	0,02075583
CFL1.4203.50.2	0,070082493	0,126148487	0,000214302	0,000425051	0,001175118	-0,010841847	0,93739333	0,947762008	-0,002515046	-0,000503382	-0,001315124
MOCS3.14229.5.3	0,070172641	0,126233072	-0,000246103	0,755097204	0,805492094	-0,001101623	0,0235355	0,039181182	-0,001375712	-0,00307793	0,017518602
BCAP29.11570.94.3	0,070361804	0,126495561	-0,000268543	0,002940961	0,006757509	-0,011473921	0,000219159	0,000684142	0,009063819	-0,003986822	0,026571072
DEFB113.13374.4.3	0,070471583	0,126537373	-0,000447283	0,001512702	0,003730737	-0,020395275	0,96318609	0,96881682	0,001603497	0,005080064	0,006396951
HBEGF.14094.29.3	0,070465676	0,126537373	0,000493627	0,00053758	0,001460001	-0,024561761	8,95E-05	0,000312912	0,012182471	-0,034543717	-0,058467729
IGBP1.12358.6.3	0,070694012	0,126858886	0,000366631	7,34E-18	8,55E-17	0,045579699	0,179051789	0,224871826	-0,011551882	0,000252845	-0,014718497
CADM1.3326.58.2	0,071219264	0,127723081	-0,000244388	2,57E-09	1,49E-08	-0,02101287	0,072687542	0,103611627	0,003309239	0,002943648	0,017619777
COL6A3.11196.31.3	0,071603375	0,128264378	0,000185525	0,208388667	0,27960406	0,003366609	2,08E-39	1,01E-36	0,01396386	0,05008962	0,071154352
CD300LG.9909.4.3	0,071608797	0,128264378	-0,000514209	0,773102542	0,822468026	-0,002138402	0,856637986	0,87569087	0,007356707	-0,004020278	0,00135744
PECAM1.2695.25.1	0,072281121	0,1293894	-0,000192416	0,000101252	0,000316925	-0,010824493	4,51E-05	0,000175031	-0,003730973	-0,003813144	0,020682554
FAF2.9738.7.3	0,072747927	0,130145374	0,000381796	0,03033012	0,053186811	-0,011977627	0,781628971	0,811307573	0,004496409	-0,004737482	0,004742913
MSRA.7137.8.3	0,072858782	0,130264021	-0,000270271	0,372629929	0,453953578	0,003490989	0,001712811	0,004053377	0,001041073	0,023563636	0,02818069
TEX29.10557.6.3	0,073207205	0,130807009	0,000222574	0,972106025	0,978461845	0,000112886	0,539641212	0,588754399	-0,004899292	-0,004430314	-0,007030733
NTMT1.12454.105.3	0,073372818	0,13102289	0,000308094	0,174566242	0,23994655	0,006071344	0,00208064	0,004822403	0,004309752	0,005595736	0,032853453
SEC11C.10658.28.3	0,073562843	0,131282072	-0,000355124	0,07174616	0,112524138	-0,009288708	0,000242821	0,000747633	-0,02523702	-0,016439102	0,007784644
SYTL4.11563.51.3	0,074345425	0,132597785	-0,000214421	0,106984583	0,159658115	-0,005033749	0,004559549	0,009345957	0,012118067	-0,00399903	0,009267916
LCN10.13007.66.3	0,074670574	0,133096544	-0,000307556	0,162297416	0,226272613	-0,00626612	4,26E-05	0,000166445	0,013131449	-0,001203271	0,034836173
SAMHD1.11303.7.3	0,075142437	0,133856046	-0,000252726	0,073351067	0,114917981	0,006609273	0,039027395	0,060720814	-0,003229824	0,01228378	0,019367469
PRDM1.14197.2.3	0,075436174	0,13429751	0,00026174	0,710631037	0,769452773	-0,00141941	0,000682549	0,001840052	0,009318485	0,003835962	0,028161017
CLEC2D.7054.87.3	0,075485867	0,134304233	-0,000197479	1,11E-15	1,12E-14	-0,023224327	0,006497328	0,012720672	0,00578099	-0,009338008	0,009571524
ACLY.12700.9.3	0,07557345	0,134378324	0,000192077	0,316370699	0,395971029	0,002814494	0,11811951	0,156689145	0,004951415	0,012570087	0,006710313
OPHN1.12591.27.3	0,075831458	0,134591636	0,000556263	0,118181524	0,173360561	-0,012722915	0,551960691	0,600180306	-0,005457604	-0,011552568	-0,023444932
YWHAE.14157.21.3	0,075788797	0,134591636	-0,000281331	0,711543031	0,769982748	0,001522455	0,776046049	0,807231398	0,002059347	0,007249803	0,007526184
TPM1.5033.27.1	0,075809165	0,134591636	-0,000312804	0,026360597	0,047332564	-0,010170052	3,79E-06	1,99E-05	0,024576904	-0,007766085	0,023838409
MRVI1.8255.34.3	0,075983159	0,134779103	0,000491753	0,995672601	0,996353868	-3,91E-05	0,420599595	0,475184942	-0,015251068	-0,007631184	-0,009824717
SIGLEC10.6048.4.3	0,076056829	0,134828015	0,000552128	0,537502929	0,613420237	-0,00498678	0,027292974	0,044673726	-0,031552171	-0,001960377	-0,004109783
ARRB1.12643.4.3	0,076469733	0,135477873	0,000549502	0,001336783	0,003341957	-0,02587283	0,338385008	0,394176084	-0,008509305	-0,023184718	0,002737292
PGRMC2.8681.93.3	0,076518692	0,13548255	-0,000315566	0,020335056	0,037878201	-0,010744603	0,001157055	0,002922614	0,019207399	0,02162526	0,025885614
NAP1L2.13529.39.3	0,076565141	0,135482782	0,000155107	0,025803982	0,046504404	0,005074814	0,135108452	0,175640988	-0,003361678	-0,003616919	-0,01013432
ENTPD1.3182.38.2	0,076781171	0,135782904	-0,000216122	0,00039777	0,001110187	-0,011247472	0,004049562	0,008460692	0,004821035	-0,005194536	0,016992745
CAMK1.3592.4.3	0,077109992	0,136282011	-0,000193105	0,006225058	0,013127825	-0,007769181	2,26E-05	9,67E-05	-0,017286499	0,00409609	-0,000513711
ARF6.12425.104.3	0,077764895	0,137285375	0,00026816	2,50E-08	1,29E-07	0,022058251	0,003895666	0,008221372	-0,016007241	0,003330664	0,010856413
IL24.3321.2.2	0,077771578	0,137285375	0,000257376	0,028164771	0,049898217	-0,008325649	0,351125869	0,406749769	0,002963494	-0,006112349	0,007405466
RMI1.13926.1.3	0,077992744	0,137592748	0,000207854	0,003257996	0,007404537	-0,009021583	0,001849938	0,004346239	0,001684193	-0,013925422	0,01056066
ISM1.8355.80.3	0,078102605	0,137703508	0,000234294	0,834785717	0,869953067	0,000720757	0,000274836	0,000826202	-0,00099315	-0,009509504	0,021039098
RORB.12483.62.3	0,078987441	0,139095885	-0,000376248	0,76685537	0,816843393	-0,001650262	0,002666641	0,00595869	0,00581857	-0,006406075	0,033716045
CPVL.8891.7.3	0,078951718	0,139095885	-0,000564809	0,812598308	0,854229997	-0,001980628	1,53E-07	1,15E-06	0,052136065	0,030411925	0,069858399
SAP18.12830.4.3	0,079223644	0,139427894	0,00032757	6,53E-06	2,52E-05	0,021890935	2,08E-05	8,95E-05	0,022067376	-0,014372954	0,020870445
LRRC4B.11911.13.3	0,079297355	0,1394737	0,000245381	0,08008219	0,12413376	-0,006360972	0,028846175	0,046979433	0,001856098	-0,018441456	0,001230124
NAPB.12655.30.3	0,079710745	0,140116545	0,000250359	0,445341505	0,526738335	-0,002833552	0,155245756	0,198815165	0,010595899	-0,00142819	0,002952632
RNF122.11160.56.3	0,080129478	0,140768002	0,000146681	0,009604945	0,019496506	-0,005643061	4,14E-07	2,83E-06	0,015839565	0,002822643	0,00790777
C8orf33.9613.16.3	0,080340525	0,141054043	0,000259608	1,55E-05	5,66E-05	-0,01668774	0,0005185	0,001440276	0,013066626	-0,010992669	0,015573833
GRAMD1C.8842.16.3	0,080886906	0,141928135	-0,00024201	7,80E-05	0,000249265	0,014245916	0,003191021	0,006976496	-0,009892225	-0,004057552	0,0162949
GSTT2B.11273.176.3	0,081201987	0,142395571	0,000262999	0,010148739	0,020402103	-0,010079295	2,58E-05	0,000108134	-0,019995207	-0,010582272	0,012219437
PES1.4267.81.3	0,081654956	0,143104102	0,000260397	0,221210723	0,294109712	-0,004754561	0,132479758	0,172915346	0,01008445	-0,002640755	0,007714322
TNFAIP3.14009.65.3	0,081872169	0,143313042	-0,000339297	0,187643607	0,255401373	-0,006677438	0,00041182	0,001178644	-0,000867512	-0,01369973	0,030168609
CCL3L1.2783.18.2	0,081849636	0,143313042	0,000231153	0,150596909	0,212335204	-0,004962644	0,001347371	0,003317391	-0,003558953	-0,007455789	0,019202682
LY6G6C.6256.9.3	0,082014971	0,143477147	0,000388991	2,28E-07	1,06E-06	0,030124931	0,757469319	0,789592928	0,005889981	0,00644285	-0,002747897
SETD2.12647.52.3	0,082126524	0,143586421	0,000264383	2,93E-05	0,000101249	-0,016531625	4,48E-05	0,000174414	0,009268407	-0,009898359	-0,032222011
CA2.4970.55.1	0,082210359	0,143647132	0,000261873	0,00039865	0,001111583	-0,013874623	3,94E-09	4,22E-08	-0,00552726	-0,027396088	0,024991317
GORAB.7247.1.3	0,082288329	0,143697531	-0,000230253	0,074374318	0,116458715	-0,006145435	0,004841745	0,00984163	0,010260028	0,010627992	0,021742755
ISOC1.9816.37.3	0,082391398	0,14379167	0,000239946	3,32E-08	1,69E-07	-0,019863764	0,040099922	0,062163269	-0,00743195	-0,016874763	-0,016405071
CACYBP.12432.23.3	0,082548153	0,143979337	0,000527671	0,063752283	0,101125503	-0,014645529	0,006006473	0,011822971	-0,0356058	-0,004918447	0,001079787
KCNIP3.10513.13.3	0,082637682	0,144049594	-0,000462726	0,759574994	0,809678155	0,002120294	0,716417846	0,754014059	0,010099316	0,001191522	0,005627098
DEFB104A.5763.67.3	0,083293075	0,145105566	-0,00027029	9.88131291682493e-324	5.78056805634258e-321	0,275948687	7,58E-13	1,66E-11	-0,007979247	0,056418346	0,007773813
DNAJB9.11214.40.3	0,083483516	0,145264297	0,000199869	1,80E-26	3,04E-25	-0,032163933	2,49E-06	1,38E-05	0,015741441	0,01796413	0,024844993
PPIE.5238.26.3	0,083480628	0,145264297	0,000283156	0,347421154	0,428237201	-0,003994622	0,732552893	0,767999	-0,002770819	-0,009341258	-0,004071709
ADAMTS1.3174.2.1	0,083661965	0,145488256	0,000225506	0,402647367	0,484668126	-0,002835229	5,26E-05	0,000199985	-0,012158431	-0,011717344	0,014919412
MCEE.9388.18.3	0,083714517	0,145493145	0,000468255	0,494873954	0,574407268	-0,004802391	0,000358888	0,001042449	-0,036631196	-0,02562736	-0,003447052
EIF1AX.9850.38.3	0,084416715	0,146626421	0,000245808	2,08E-07	9,77E-07	0,01924904	0,115781185	0,153936348	-0,007196394	0,002618583	0,012113203
RS1.6497.10.3	0,084477387	0,146644722	-0,000275419	5,17E-05	0,000171739	-0,016807316	0,004415241	0,009088375	-0,002015372	-0,008786389	0,021287893
NFE2L1.11154.3.3	0,08468791	0,146922975	0,000523238	0,408200557	0,489941169	-0,00652274	0,009366857	0,017608006	-0,022051513	0,00435949	-0,036893884
KIAA1324.10637.50.3	0,084901803	0,147206742	-0,000226384	8,01E-24	1,21E-22	-0,034566469	1,57E-09	1,83E-08	-0,026250226	-0,01596961	0,005552835
CFAP45.6553.68.3	0,085168551	0,14758176	-0,000244019	0,171076942	0,236260649	-0,005042434	0,000337879	0,000992266	-0,005983198	-0,025125562	0,004831214
PLEKHA7.12731.12.3	0,085246779	0,147602876	0,000232651	0,419987903	0,502439516	0,002833011	0,001444776	0,003527519	-0,005284814	-0,009423379	0,017384961
CDH2.3797.1.1	0,085281662	0,147602876	0,000266994	0,037899839	0,064564373	-0,008371969	2,27E-06	1,27E-05	-0,009394171	-0,020502366	0,02211353
CRABP2.11696.7.3	0,085373154	0,147673847	0,000239342	0,003851363	0,008605987	-0,010453743	7,89E-05	0,000282417	0,011818548	0,029001363	0,024973743
ASGR1.5452.71.3	0,08564861	0,148062757	0,000279322	3,61E-06	1,45E-05	-0,019587853	0,01126825	0,020574051	0,007383873	0,014114497	0,02763186
SORT1.11300.32.3	0,085850619	0,148293432	-0,000430187	0,030722777	0,053717934	-0,014065362	0,579774729	0,625771618	0,010385929	0,009845997	0,001310455
RBM24.11380.84.3	0,085883444	0,148293432	-0,000349832	0,086701659	0,132776101	-0,009068677	0,001512975	0,003675511	-0,015914689	-0,011596652	0,021587333
RNF148.9955.40.3	0,086252317	0,148842493	0,00022281	0,005728717	0,012213191	-0,009329197	0,001668898	0,00398167	-0,000829141	0,004776421	-0,020918345
DPP7.8346.9.3	0,086482204	0,149151207	0,000345795	0,013744809	0,026731095	-0,012919797	0,00521611	0,010471601	0,002232025	-0,014881086	0,023769763
DEFB105A.10962.46.3	0,086691359	0,149423822	0,000261297	0,001401882	0,003480905	-0,012668299	0,000289224	0,000865012	0,009965765	-0,020719858	0,009999724
CD40LG.3534.14.2	0,087231871	0,150266916	0,000298228	0,167357619	0,232330818	0,0062576	0,005454831	0,010868789	-0,003553589	-0,02872876	0,000133265
SNAP29.12357.41.3	0,087533073	0,150697021	-0,000310384	0,030805693	0,053795016	-0,010197593	0,056201844	0,083218629	-0,00763704	-0,006606771	0,016083331
CSGALNACT2.10772.21.3	0,087629123	0,150773638	-0,000295317	0,531972683	0,608899637	0,002808144	0,001257215	0,003121692	0,013746777	-0,004737124	0,02436718
NOV.2737.22.2	0,088023997	0,151364017	0,000196142	3,84E-10	2,45E-09	-0,018748383	0,000166507	0,000538752	-0,000447346	-0,023039553	0,001744663
MXI1.9035.2.3	0,088092224	0,151392336	0,000350629	0,301510027	0,381122225	-0,005519964	0,054515137	0,080942526	-0,004797416	-0,02924556	-0,009026817
ARMC5.8785.1.3	0,089181058	0,153173573	0,000234479	0,321167819	0,400945741	-0,003556541	1,33E-07	1,01E-06	0,020918595	0,002074565	0,028349435
EPHA1.3431.54.2	0,08925026	0,15320247	0,00038638	0,043565725	0,073067515	0,011927448	5,12E-07	3,45E-06	0,024638886	0,044589356	0,059342395
NGRN.7153.66.3	0,089478172	0,15350361	0,000229424	0,029569573	0,052071643	-0,007640876	0,456254325	0,509562391	-0,007138656	0,0007361	0,000227656
HMGB1.2524.56.3	0,089674372	0,153750022	-0,000405207	0,108049542	0,160837105	0,009972277	0,420223849	0,474943878	-0,0010254	0,00629693	0,02022858
TGIF2.9847.21.3	0,089763939	0,153813429	-0,000473249	0,351458917	0,43212162	-0,006754116	0,478868982	0,530565065	0,003544044	-0,017795279	0,002955689
ISG15.14151.4.3	0,090119282	0,154307995	0,000431369	0,015224733	0,029297595	-0,016058255	0,003852255	0,008147394	0,031272541	0,007937662	0,013436622
GDNF.5822.22.3	0,090158073	0,154307995	0,000215385	0,027728946	0,049215515	-0,00727216	0,716635584	0,754014059	0,003664425	-0,003388242	0,001545299
MZT1.8072.19.3	0,090528827	0,15485194	0,000238287	0,00012065	0,000371084	-0,014077794	0,000121606	0,000410261	0,012340113	0,005888295	0,028717996
LILRA5.8766.29.3	0,090597283	0,154878465	0,000375711	2,95E-08	1,52E-07	-0,032043918	0,000117352	0,000397747	0,021523897	-0,004718543	0,036219129
PLA2G16.7865.126.3	0,090888671	0,155285842	0,000329195	0,218484593	0,291229976	-0,006226819	3,81E-05	0,000151881	0,029978863	0,010179139	0,022861459
EFNA5.2615.60.2	0,091492103	0,15622557	0,000194534	0,000324131	0,000929278	-0,01077775	5,53E-13	1,26E-11	-0,000432484	0,024167713	0,046220857
MRAP.7895.108.3	0,092118681	0,1572037	0,000204213	0,076449352	0,119260988	-0,005582939	1,28E-06	7,60E-06	-0,004760631	-0,016827603	0,018451179
TCN2.5584.21.3	0,092421478	0,157628469	-0,000185027	1,45E-33	3,23E-32	-0,034797061	0,002751338	0,006110602	0,005500015	0,012784877	0,020960577
PLEKHA1.12459.13.3	0,0926207	0,157876193	0,000306089	0,066002455	0,104242538	-0,008696852	0,095527261	0,130950479	0,009008972	0,002835576	0,019865126
CD79B.6351.55.3	0,092728577	0,157968018	-0,000238798	0,654242119	0,719420375	-0,001653193	1,99E-08	1,82E-07	0,027159117	0,012475032	0,026185694
RBP7.14208.3.3	0,093934399	0,159929056	0,000570352	0,347988935	0,428575846	0,00830477	0,134177933	0,174508873	-0,021626571	0,013182354	0,017729108
RELL1.13399.33.3	0,094906706	0,161490468	0,000275634	0,683392474	0,745458202	0,001749185	3,60E-07	2,48E-06	-0,028746215	-0,015977673	0,006300109
KRT7.11383.41.3	0,095004392	0,161562702	-0,000333312	0,897450351	0,921067466	0,00066863	0,004145852	0,008637191	-0,012082298	0,013611166	0,029518497
RNF114.9957.9.3	0,095197932	0,161797764	-0,000299439	0,079838013	0,123952329	-0,008169997	6,76E-05	0,000248197	0,006791671	-0,011511455	0,031638609
CDH15.11215.6.3	0,09602557	0,163109636	-0,000310197	0,002411687	0,00565239	-0,014702622	5,24E-05	0,000199269	0,005458003	0,017216834	0,046232548
STAB2.3399.31.2	0,096803643	0,164335842	-0,000246128	1,12E-06	4,83E-06	-0,01878314	0,01801213	0,030864371	-0,001249037	0,009676328	0,023955236
LYPD3.13107.9.3	0,096902758	0,164408682	-0,000243437	0,171637127	0,236699008	-0,005209685	1,36E-06	8,03E-06	0,016179303	0,002714146	0,033471101
PVRL3.13557.3.3	0,097026533	0,164444155	-0,000201711	0,001555667	0,003814189	-0,010000406	3,52E-06	1,86E-05	-0,014356866	-0,011976579	0,013715935
IGF1R.4232.19.2	0,097036107	0,164444155	0,000179782	1,12E-25	1,83E-24	0,02968484	1,50E-05	6,75E-05	-0,011913247	-0,004225524	0,015428858
RGS8.11666.72.3	0,097130128	0,164508179	-0,000254047	3,25E-10	2,09E-09	-0,025074577	0,000802618	0,002116915	0,013572515	0,00099858	0,024567756
ADRBK1.3347.9.2	0,097970172	0,165834927	0,000552789	0,270632963	0,348416117	0,009563629	0,842700571	0,864876902	-0,009638938	-0,007673572	-0,003159193
AP4M1.10076.1.3	0,098237142	0,166116772	0,000174744	0,399937797	0,482001671	-0,002311782	0,000157285	0,000512661	0,007635211	-1,38E-05	0,020339891
ARID3A.3875.62.1	0,098250262	0,166116772	0,00022918	0,028773744	0,050853897	0,007878261	0,181197737	0,227176759	-0,005275544	-0,013368295	-0,000951045
TNFSF18.2708.54.2	0,09908003	0,167422927	-0,000160495	3,10E-08	1,58E-07	-0,014024127	4,29E-05	0,000167351	0,007713144	-0,005782468	0,015948132
DDX58.12382.2.3	0,09958648	0,168181556	-0,000300621	0,902392237	0,92419373	-0,000581756	0,121840069	0,16110371	0,014475393	0,00898274	0,00661831
PDK1.5227.60.3	0,10002947	0,168832199	-0,000363402	0,00049874	0,001358447	-0,020003759	0,005809706	0,011489784	-0,002895414	0,011293908	0,038979668
TOPBP1.9947.22.3	0,100396316	0,169353648	0,000313234	0,968679699	0,976010166	0,000194532	0,000105613	0,000361987	0,023549579	-0,013259946	0,01459864
CLPB.11860.3.3	0,101750911	0,171449184	-0,000330724	0,000172672	0,000514847	0,019742332	0,826993748	0,851745322	0,003559777	-0,005267418	-0,006720854
TMOD1.12595.11.3	0,101755823	0,171449184	-0,000412469	2,15E-33	4,72E-32	0,0795505	0,719953462	0,75587361	-0,004652104	-0,001370538	-0,013183776
IL18R1.14079.14.3	0,101882501	0,171563797	0,000267862	0,011977359	0,023655486	0,010696706	0,492348498	0,543441267	-0,00285707	0,011217343	0,00171035
SWAP70.13552.7.3	0,102238281	0,171964906	0,000269707	7,37E-12	5,59E-11	0,02946223	0,689920524	0,729052577	-0,003156154	0,006966851	0,006972759
CD74.8748.45.3	0,102192615	0,171964906	-0,000258609	0,01854953	0,034892202	-0,009684731	0,079642842	0,112213542	0,011215967	0,013799798	0,013709478
CRLF2.13694.24.3	0,102584408	0,172400593	-0,000369166	0,365449325	0,446694223	0,005318792	8,85E-05	0,000310621	0,027240279	-0,021560097	0,011349646
GALNT16.8923.94.3	0,102615191	0,172400593	0,000227829	5,65E-25	9,03E-24	0,03767102	0,0003826	0,001104745	0,003144162	0,026192015	0,027582337
ICAM2.5486.73.3	0,103789519	0,174203721	-0,000148828	0,37064847	0,452104576	0,002128533	0,167642177	0,21279085	-0,004451501	0,007002388	0,00295137
FATE1.7740.33.3	0,10380755	0,174203721	0,000201032	0,001305286	0,003271603	-0,010330774	0,816440997	0,843252089	0,003455905	-0,002281152	-0,000189914
VAMP4.7732.45.3	0,104455336	0,175190286	0,000249909	0,019563065	0,036567908	-0,009341137	0,383343536	0,438513822	0,00845655	-0,001719906	0,003352776
PNLIPRP1.6627.25.3	0,104589061	0,175314043	0,000245861	0,50743942	0,585045448	-0,002609344	0,002585803	0,005813584	0,00516967	-0,023662264	0,002370937
CALCOCO2.12534.10.3	0,105653313	0,176895216	0,000223923	0,354638328	0,435298829	-0,003329016	2,45E-06	1,36E-05	0,016411132	0,015918947	0,03352704
GYPA.9389.12.3	0,105650259	0,176895216	0,000264496	0,575575243	0,648769783	-0,002378268	0,000981879	0,002523722	0,021825894	0,001984306	0,009565776
IL22.2778.10.2	0,105839085	0,177104876	0,000286235	5,41E-10	3,41E-09	0,028612043	8,69E-09	8,76E-08	0,017879045	0,012344649	0,053736351
SLAMF7.5487.7.3	0,106303664	0,17778057	0,000450267	0,389157145	0,471730066	0,00623927	0,447517928	0,501528712	-0,003682686	0,019514131	0,017359145
CELA3B.6357.83.3	0,106500982	0,178008784	0,000223335	0,001369498	0,00341208	-0,011516393	0,003333764	0,00721247	0,004074286	0,020640886	0,024974057
PRKCSH.5687.5.3	0,107149644	0,178990696	0,000201944	1,03E-08	5,59E-08	-0,018688279	7,39E-05	0,00026693	0,014140678	-0,004317641	0,017596875
PANK3.12658.72.3	0,107308085	0,179153053	0,000283612	0,111024263	0,164428339	0,007294282	0,018479847	0,031610264	0,002945604	0,005926312	-0,021930431
ZNF10.11567.23.3	0,107742085	0,179570141	0,000251272	0,046909638	0,077695748	-0,008068921	0,336991436	0,392865664	0,004316395	-0,006409594	0,007528326
CX3CL1.2827.23.2	0,107628585	0,179570141	-0,000259265	6,91E-10	4,31E-09	-0,025886912	2,31E-06	1,29E-05	0,002486636	0,007197406	0,043182196
